listing_id,title,subtitle,variant,model_group,transmission,price,currency,price_superscript,is_conditional_price,mileage,first_registration,fuel_or_powertrain,power_kw,power_hp,wltp_consumption,wltp_co2_emissions,seller_name,seller_type,dealer_id,seller_phone,seller_rating_stars,seller_rating_count,seller_info_url,seller_imprint_url,seller_location,country_code,zip_code,city,street,image_count,primary_image_url,has_360_image,available_now,vat_deductible,delivery_possible,listing_url,raw_card_text
72ae6059-0f1b-4b34-ba98-0fc5ccc3da9b,Audi Q4 e-tron 35,35,Q4 e-tron,Q4 e-tron,Automatic,"29,980",€,1,False,"31,110 km",04/2023,Electric,125,170,16.4 kWh/100 km (comb.),0 g/km (comb.),WWG autowelt GmbH & Co. KG,Dealer,52268146,+49 (0)176 - 30885528,5.0,2,https://www.autoscout24.com/dealerinfo/wwg-autowelt-gmbh-und-co-kg-schwaebisch-gmuend-73527-2?atype=C,https://www.autoscout24.com/dealerinfo/wwg-autowelt-gmbh-und-co-kg-schwaebisch-gmuend-73527-2/imprint,DE-73527 Schwäbisch-Gmünd,DE,73527,Schwäbisch-Gmünd,Im Benzfeld 40,1,https://prod.pictures.autoscout24.net/listing-images/72ae6059-0f1b-4b34-ba98-0fc5ccc3da9b_071bc29b-374c-412c-b408-07787e173ac0.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-35-electric-grey-72ae6059-0f1b-4b34-ba98-0fc5ccc3da9b,"Audi Q4 e-tron 35 Add to list 1 € 29,9801 04/2023 31,110 km Electric 125 kW (170 hp) WWG autowelt GmbH & Co. KG DE-73527 Schwäbisch-Gmünd"
19b957ac-f80f-46d9-b975-7ba000decba2,Audi Q4 e-tron 40 Navi LED,40 Navi LED,Q4 e-tron,Q4 e-tron,Automatic,"32,980",€,1,False,"42,609 km",03/2023,Electric,150,204,16.6 kWh/100 km (comb.),0 g/km (comb.),WWG autowelt GmbH & Co. KG,Dealer,52268146,+49 (0)176 - 30885528,5.0,2,https://www.autoscout24.com/dealerinfo/wwg-autowelt-gmbh-und-co-kg-schwaebisch-gmuend-73527-2?atype=C,https://www.autoscout24.com/dealerinfo/wwg-autowelt-gmbh-und-co-kg-schwaebisch-gmuend-73527-2/imprint,DE-73527 Schwäbisch-Gmünd,DE,73527,Schwäbisch-Gmünd,Im Benzfeld 40,1,https://prod.pictures.autoscout24.net/listing-images/19b957ac-f80f-46d9-b975-7ba000decba2_0b91a3d3-0d77-41a7-bbd0-cf09818d8cb7.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-40-navi-led-electric-white-19b957ac-f80f-46d9-b975-7ba000decba2,"Audi Q4 e-tron 40 Navi LED Add to list 1 € 32,9801 03/2023 42,609 km Electric 150 kW (204 hp) WWG autowelt GmbH & Co. KG DE-73527 Schwäbisch-Gmünd"
e5ca03ca-d9fc-4e55-ac56-1a64b712ef9a,Audi Q4 e-tron 50 quattro SONOS*Panorama*Matrix-LED*Head-up *,50 quattro SONOS*Panorama*Matrix-LED*Head-up *,Q4 e-tron,Q4 e-tron,Automatic,"39,870",€,1,False,"23,732 km",02/2023,Electric,220,299,,,Audi Zentrum Aachen Jacobs Automobile GmbH,Dealer,3977,+49 (0)241 - 6084370,4.5,221,https://www.autoscout24.com/dealerinfo/audi-zentrum-aachen-jacobs-automobile-gmbh?atype=C,https://www.autoscout24.com/dealerinfo/audi-zentrum-aachen-jacobs-automobile-gmbh/imprint,DE-52078 Aachen,DE,52078,Aachen,Neuenhofstr. 100,1,https://prod.pictures.autoscout24.net/listing-images/e5ca03ca-d9fc-4e55-ac56-1a64b712ef9a_d57ef857-3ccc-41ef-89b7-df92912a9af4.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-50-quattro-sonos-panorama-matrix-led-head-up-electric-silver-e5ca03ca-d9fc-4e55-ac56-1a64b712ef9a,"Audi Q4 e-tron 50 quattro SONOS*Panorama*Matrix-LED*Head-up * Add to list 1 € 39,8701 02/2023 23,732 km Electric 220 kW (299 hp) Audi Zentrum Aachen Jacobs Automobile GmbH DE-52078 Aachen"
f4ba0a76-e119-4759-8b22-61f5df35269d,Audi Q4 e-tron 40 ACC*Matrix-LED*Kamera *,40 ACC*Matrix-LED*Kamera *,Q4 e-tron,Q4 e-tron,Automatic,"29,970",€,1,False,"108,947 km",03/2023,Electric,150,204,,,Audi Zentrum Aachen Jacobs Automobile GmbH,Dealer,3977,+49 (0)241 - 6084370,4.5,221,https://www.autoscout24.com/dealerinfo/audi-zentrum-aachen-jacobs-automobile-gmbh?atype=C,https://www.autoscout24.com/dealerinfo/audi-zentrum-aachen-jacobs-automobile-gmbh/imprint,DE-52078 Aachen,DE,52078,Aachen,Neuenhofstr. 100,1,https://prod.pictures.autoscout24.net/listing-images/f4ba0a76-e119-4759-8b22-61f5df35269d_24c99063-a849-43b7-99b0-21c8287f489c.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-40-acc-matrix-led-kamera-electric-white-f4ba0a76-e119-4759-8b22-61f5df35269d,"Audi Q4 e-tron 40 ACC*Matrix-LED*Kamera * Add to list 1 € 29,9701 03/2023 108,947 km Electric 150 kW (204 hp) Audi Zentrum Aachen Jacobs Automobile GmbH DE-52078 Aachen"
229b3b4d-98a2-443a-ba09-fb79057c43e1,Audi Q4 e-tron Q4 Sportback 40 e-tron 524km/WLTP*LED*RFK*ACC,Q4 Sportback 40 e-tron 524km/WLTP*LED*RFK*ACC,Q4 e-tron Sportback,Q4 e-tron,Automatic,"28,480",€,1,False,"73,900 km",03/2023,Electric,150,204,,,Gelder & Sorg GmbH & Co. KG,Dealer,41253374,+49 (0)9521 - 6020421,4.0,10,https://www.autoscout24.com/dealerinfo/gelder-und-sorg-gmbh-und-co-kg-hassfurt-97437-7?atype=C,https://www.autoscout24.com/dealerinfo/gelder-und-sorg-gmbh-und-co-kg-hassfurt-97437-7/imprint,DE-97437 Haßfurt,DE,97437,Haßfurt,Ohmstraße 4,10,https://prod.pictures.autoscout24.net/listing-images/229b3b4d-98a2-443a-ba09-fb79057c43e1_9d30255c-4b57-41e6-864e-66582046f8a7.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-q4-sportback-40-e-tron-524km-wltp-led-rfk-acc-electric-black-229b3b4d-98a2-443a-ba09-fb79057c43e1,"Audi Q4 e-tron Q4 Sportback 40 e-tron 524km/WLTP*LED*RFK*ACC Add to list 10 € 28,4801 03/2023 73,900 km Electric 150 kW (204 hp) Gelder & Sorg GmbH & Co. KG DE-97437 Haßfurt"
f32c3459-3e31-47c2-a35a-72998622a3ab,Audi Q4 e-tron 45 quattro,45 quattro,Q4 e-tron,Q4 e-tron,Automatic,"44,490",€,1,False,"7,700 km",08/2025,Electric,210,286,,,Schwaba Gebrauchtwagenzentrum,Dealer,43153196,+49 (0)821 - 9994900322,4.5,44,https://www.autoscout24.com/dealerinfo/schwaba-gebrauchtwagenzentrum?atype=C,https://www.autoscout24.com/dealerinfo/schwaba-gebrauchtwagenzentrum/imprint,DE-86368 Gersthofen,DE,86368,Gersthofen,Porschestraße 2,11,https://prod.pictures.autoscout24.net/listing-images/f32c3459-3e31-47c2-a35a-72998622a3ab_6cadce27-aa3e-4cfd-b955-ec07d39addd9.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-45-quattro-electric-violet-f32c3459-3e31-47c2-a35a-72998622a3ab,"Audi Q4 e-tron 45 quattro Add to list 11 € 44,4901 08/2025 7,700 km Electric 210 kW (286 hp) Schwaba Gebrauchtwagenzentrum DE-86368 Gersthofen"
679f08b7-e54b-430f-87a5-75068aac8ffc,Audi Q4 e-tron 45 quattro 210 kW KLIMA LED NAVI ALU,45 quattro 210 kW KLIMA LED NAVI ALU,Q4 e-tron,Q4 e-tron,Automatic,"66,000",€,1,False,"10,484 km",08/2025,Electric,210,286,17.4 kWh/100 km (comb.),0 g/km (comb.),Autohaus Schulz & Straube GmbH,Dealer,4102,+49 (0)3695 - 55600,5.0,33,https://www.autoscout24.com/dealerinfo/autohaus-schulz-und-straube-gmbh?atype=C,https://www.autoscout24.com/dealerinfo/autohaus-schulz-und-straube-gmbh/imprint,DE-36433 Bad Salzungen,DE,36433,Bad Salzungen,Leimbacher Str. 120,15,https://prod.pictures.autoscout24.net/listing-images/679f08b7-e54b-430f-87a5-75068aac8ffc_88c30aaf-3793-46c4-9f77-a55d5c375786.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-45-quattro-210-kw-klima-led-navi-alu-electric-grey-679f08b7-e54b-430f-87a5-75068aac8ffc,Audi Q4 e-tron 45 quattro 210 kW KLIMA LED NAVI ALU
ecb35aa6-df3f-4f17-86d1-e4f1145e8442,Audi Q4 e-tron 40 e-tron S-LINE MATRIX+KAMERA+AUGM+AH,40 e-tron S-LINE MATRIX+KAMERA+AUGM+AH,Q4 e-tron,Q4 e-tron,Automatic,"43,789",€,1,False,"8,400 km",09/2025,Electric,150,204,17.3 kWh/100 km (comb.),0 g/km (comb.),Autohaus M.A.X. GmbH,Dealer,24083,+49 (0)69 - 840089240,5.0,133,https://www.autoscout24.com/dealerinfo/autohaus-m-a-x-gmbh?atype=C,https://www.autoscout24.com/dealerinfo/autohaus-m-a-x-gmbh/imprint,DE-63071 Offenbach,DE,63071,Offenbach,Waldstr. 218,10,https://prod.pictures.autoscout24.net/listing-images/ecb35aa6-df3f-4f17-86d1-e4f1145e8442_23cc7de7-b933-411c-9748-47a95ebeb77f.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-40-e-tron-s-line-matrix-kamera-augm-ah-electric-grey-ecb35aa6-df3f-4f17-86d1-e4f1145e8442,"Audi Q4 e-tron 40 e-tron S-LINE MATRIX+KAMERA+AUGM+AH Add to list 10 € 43,7891 09/2025 8,400 km Electric 150 kW (204 hp) Autohaus M.A.X. GmbH DE-63071 Offenbach"
cb4161cf-7cb4-448e-88ba-47d17727ba45,Audi Q4 e-tron 45 S-line/GRA/CarPlay/Navi+/SHZ,45 S-line/GRA/CarPlay/Navi+/SHZ,Q4 e-tron,Q4 e-tron,Automatic,"45,940",€,1,False,"6,465 km",09/2025,Electric,210,286,16.6 kWh/100 km (comb.),0 g/km (comb.),Feser Graf,Dealer,42402144,+49 (0)340 - 899839062,4.5,7,https://www.autoscout24.com/dealerinfo/feser-graf-dessau?atype=C,https://www.autoscout24.com/dealerinfo/feser-graf-dessau/imprint,DE-06842 Dessau,DE,06842,Dessau,Oranienbaumer Chaussee 1,15,https://prod.pictures.autoscout24.net/listing-images/cb4161cf-7cb4-448e-88ba-47d17727ba45_1688c427-30d4-4ee5-82e3-be604d4d4f68.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-45-s-line-gra-carplay-navi-shz-electric-blue-cb4161cf-7cb4-448e-88ba-47d17727ba45,"Audi Q4 e-tron 45 S-line/GRA/CarPlay/Navi+/SHZ Add to list 15 € 45,9401 09/2025 6,465 km Electric 210 kW (286 hp) Feser Graf DE-06842 Dessau"
d58db71c-23ae-481a-b657-034d8b5577f3,Audi Q4 e-tron 40 Edition One Hud Kamera Ahk Sonos 21 Zoll,40 Edition One Hud Kamera Ahk Sonos 21 Zoll,Q4 e-tron,Q4 e-tron,Automatic,"34,995",€,1,False,"39,900 km",04/2022,Electric,150,204,17.3 kWh/100 km (comb.),0 g/km (comb.),Autohaus Hoff GmbH & Co. KG,Dealer,19342,+49 (0)2241 - 120024,5.0,237,https://www.autoscout24.com/dealerinfo/autohaus-hoff-gmbh-und-co-kg?atype=C,https://www.autoscout24.com/dealerinfo/autohaus-hoff-gmbh-und-co-kg/imprint,DE-53757 Sankt Augustin,DE,53757,Sankt Augustin,Einsteinstraße 17,15,https://prod.pictures.autoscout24.net/listing-images/d58db71c-23ae-481a-b657-034d8b5577f3_eb22b439-d146-4aae-8b28-de8985488f7f.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-40-edition-one-hud-kamera-ahk-sonos-21-zoll-electric-grey-d58db71c-23ae-481a-b657-034d8b5577f3,"Audi Q4 e-tron 40 Edition One Hud Kamera Ahk Sonos 21 Zoll Add to list 15 € 34,9951 04/2022 39,900 km Electric 150 kW (204 hp) Autohaus Hoff GmbH & Co. KG DE-53757 Sankt Augustin"
e2be5d06-8522-4658-9a3b-01b324ce5e22,Audi Q4 e-tron Q4 45 e-tron 540km/WLTP*LED*HuD*AHK*360°Kamera*,Q4 45 e-tron 540km/WLTP*LED*HuD*AHK*360°Kamera*,Q4 e-tron,Q4 e-tron,Automatic,"44,290",€,1,False,"12,964 km",01/2025,Electric,210,286,,,Gelder und Sorg Schweinfurt GmbH und Co. KG,Dealer,41253407,+49 (0)9721 - 7569987,4.0,3,https://www.autoscout24.com/dealerinfo/gelder-und-sorg-schweinfurt-gmbh-und-co-kg-schweinfurt-97424-2?atype=C,https://www.autoscout24.com/dealerinfo/gelder-und-sorg-schweinfurt-gmbh-und-co-kg-schweinfurt-97424-2/imprint,DE-97424 Schweinfurt,DE,97424,Schweinfurt,Stockholmstraße 2,11,https://prod.pictures.autoscout24.net/listing-images/e2be5d06-8522-4658-9a3b-01b324ce5e22_4f999056-1e0f-48e6-8e6c-bbd05d554033.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-q4-45-e-tron-540km-wltp-led-hud-ahk-360kamera-electric-violet-e2be5d06-8522-4658-9a3b-01b324ce5e22,
e14814cd-6305-4dad-a609-d0e5dfbd9f63,Audi Q4 e-tron 55 qu 2x S line AHK MATRIX 360° WÄRMEPUMPE,55 qu 2x S line AHK MATRIX 360° WÄRMEPUMPE,Q4 e-tron,Q4 e-tron,Automatic,"45,780",€,1,False,"12,100 km",01/2024,Electric,250,340,17.8 kWh/100 km (comb.),0 g/km (comb.),Feser Joachim Automobil GmbH,Dealer,34463572,+49 (0)9171 - 9074924,4.5,18,https://www.autoscout24.com/dealerinfo/feser-joachim-automobil-gmbh-roth?atype=C,https://www.autoscout24.com/dealerinfo/feser-joachim-automobil-gmbh-roth/imprint,DE-91154 Roth,DE,91154,Roth,Kupferschmiedstr. 2,11,https://prod.pictures.autoscout24.net/listing-images/e14814cd-6305-4dad-a609-d0e5dfbd9f63_88571a8c-eb27-4dde-b3ba-f3ecfedb59dd.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-55-qu-2x-s-line-ahk-matrix-360-waermepumpe-electric-grey-e14814cd-6305-4dad-a609-d0e5dfbd9f63,
