listing_id,title,subtitle,variant,model_group,transmission,price,currency,price_superscript,is_conditional_price,mileage,first_registration,fuel_or_powertrain,power_kw,power_hp,wltp_consumption,wltp_co2_emissions,seller_name,seller_type,dealer_id,seller_phone,seller_rating_stars,seller_rating_count,seller_info_url,seller_imprint_url,seller_location,country_code,zip_code,city,street,image_count,primary_image_url,has_360_image,available_now,vat_deductible,delivery_possible,listing_url,raw_card_text
8890490e-9d1c-40fb-ad68-e7a1f810dc16,Audi Q4 e-tron 45 S line*LED*Virtual*Navi+*Sportsitze,45 S line*LED*Virtual*Navi+*Sportsitze,Q4 e-tron Sportback,Q4 e-tron,Automatic,"42,990",€,1,False,"9,970 km",08/2025,Electric,210,286,,,Göthling & Kaufmann Automobile GmbH,Dealer,32089,+49 (0)6192 - 9249300,4.0,118,https://www.autoscout24.com/dealerinfo/goethling-und-kaufmann-automobile-gmbh?atype=C,https://www.autoscout24.com/dealerinfo/goethling-und-kaufmann-automobile-gmbh/imprint,DE-65719 Hofheim,DE,65719,Hofheim,Niederhofheimer Str. 59,11,https://prod.pictures.autoscout24.net/listing-images/8890490e-9d1c-40fb-ad68-e7a1f810dc16_094a5b98-4825-4ee8-9c32-229d0526aa96.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-45-s-line-led-virtual-navi-sportsitze-electric-blue-8890490e-9d1c-40fb-ad68-e7a1f810dc16,"Audi Q4 e-tron 45 S line*LED*Virtual*Navi+*Sportsitze Add to list 11 € 42,9901 08/2025 9,970 km Electric 210 kW (286 hp) Göthling & Kaufmann Automobile GmbH DE-65719 Hofheim"
a17bd42e-1820-4452-912f-0166bc368ed3,Audi Q4 e-tron 45 S line*AR-HUD*Matrix*Virt,45 S line*AR-HUD*Matrix*Virt,Q4 e-tron,Q4 e-tron,Automatic,"47,990",€,1,False,"7,351 km",08/2025,Electric,210,286,,,Göthling & Kaufmann Automobile GmbH,Dealer,32089,+49 (0)6192 - 9249300,4.0,118,https://www.autoscout24.com/dealerinfo/goethling-und-kaufmann-automobile-gmbh?atype=C,https://www.autoscout24.com/dealerinfo/goethling-und-kaufmann-automobile-gmbh/imprint,DE-65719 Hofheim,DE,65719,Hofheim,Niederhofheimer Str. 59,11,https://prod.pictures.autoscout24.net/listing-images/a17bd42e-1820-4452-912f-0166bc368ed3_d1d403fe-de85-4fad-8a49-7e75e589118a.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-45-s-line-ar-hud-matrix-virt-electric-grey-a17bd42e-1820-4452-912f-0166bc368ed3,"Audi Q4 e-tron 45 S line*AR-HUD*Matrix*Virt Add to list 11 € 47,9901 08/2025 7,351 km Electric 210 kW (286 hp) Göthling & Kaufmann Automobile GmbH DE-65719 Hofheim"
47bfd86f-a6ea-4d17-ad3d-9c60c30b2bba,Audi Q4 e-tron 45 qu*LED*Virtual*Navi+*Sportsitze*SHZ,45 qu*LED*Virtual*Navi+*Sportsitze*SHZ,Q4 e-tron Sportback,Q4 e-tron,Automatic,"34,890",€,1,False,"34,679 km",04/2023,Electric,195,265,,,Göthling & Kaufmann Automobile GmbH,Dealer,32089,+49 (0)6192 - 9249300,4.0,118,https://www.autoscout24.com/dealerinfo/goethling-und-kaufmann-automobile-gmbh?atype=C,https://www.autoscout24.com/dealerinfo/goethling-und-kaufmann-automobile-gmbh/imprint,DE-65719 Hofheim,DE,65719,Hofheim,Niederhofheimer Str. 59,11,https://prod.pictures.autoscout24.net/listing-images/47bfd86f-a6ea-4d17-ad3d-9c60c30b2bba_ca8effda-3605-4375-a50d-069ab148fa51.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-45-qu-led-virtual-navi-sportsitze-shz-electric-grey-47bfd86f-a6ea-4d17-ad3d-9c60c30b2bba,"Audi Q4 e-tron 45 qu*LED*Virtual*Navi+*Sportsitze*SHZ Add to list 11 € 34,8901 04/2023 34,679 km Electric 195 kW (265 hp) Göthling & Kaufmann Automobile GmbH DE-65719 Hofheim"
c6194b79-f07e-4dd5-a218-1ae791c00883,Audi Q4 e-tron 45 S line*LED*Virtual*Navi+*Sportsitze,45 S line*LED*Virtual*Navi+*Sportsitze,Q4 e-tron Sportback,Q4 e-tron,Automatic,"42,990",€,1,False,"8,273 km",09/2025,Electric,210,286,,,Göthling & Kaufmann Automobile GmbH,Dealer,32089,+49 (0)6192 - 9249300,4.0,118,https://www.autoscout24.com/dealerinfo/goethling-und-kaufmann-automobile-gmbh?atype=C,https://www.autoscout24.com/dealerinfo/goethling-und-kaufmann-automobile-gmbh/imprint,DE-65719 Hofheim,DE,65719,Hofheim,Niederhofheimer Str. 59,12,https://prod.pictures.autoscout24.net/listing-images/c6194b79-f07e-4dd5-a218-1ae791c00883_0518310d-7059-489c-baf6-797a4b094ee4.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-45-s-line-led-virtual-navi-sportsitze-electric-blue-c6194b79-f07e-4dd5-a218-1ae791c00883,"Audi Q4 e-tron 45 S line*LED*Virtual*Navi+*Sportsitze Add to list 12 € 42,9901 09/2025 8,273 km Electric 210 kW (286 hp) Göthling & Kaufmann Automobile GmbH DE-65719 Hofheim"
48bba8a9-f426-486d-a376-4b59031af2cf,Audi Q4 e-tron 45 S line*LED*Virtual*Navi+*Sportsitze,45 S line*LED*Virtual*Navi+*Sportsitze,Q4 e-tron Sportback,Q4 e-tron,Automatic,"41,990",€,1,False,"3,580 km",08/2025,Electric,210,286,,,Göthling & Kaufmann Automobile GmbH,Dealer,32089,+49 (0)6192 - 9249300,4.0,118,https://www.autoscout24.com/dealerinfo/goethling-und-kaufmann-automobile-gmbh?atype=C,https://www.autoscout24.com/dealerinfo/goethling-und-kaufmann-automobile-gmbh/imprint,DE-65719 Hofheim,DE,65719,Hofheim,Niederhofheimer Str. 59,12,https://prod.pictures.autoscout24.net/listing-images/48bba8a9-f426-486d-a376-4b59031af2cf_1082b856-5be5-4f6a-9113-cac67187e774.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-45-s-line-led-virtual-navi-sportsitze-electric-blue-48bba8a9-f426-486d-a376-4b59031af2cf,"Audi Q4 e-tron 45 S line*LED*Virtual*Navi+*Sportsitze Add to list 12 € 41,9901 08/2025 3,580 km Electric 210 kW (286 hp) Göthling & Kaufmann Automobile GmbH DE-65719 Hofheim"
9af2cf94-4535-4e0c-bca0-25c27aa58a86,Audi Q4 e-tron 40 e-tron 1.Hand inkl.Mwst,40 e-tron 1.Hand inkl.Mwst,Q4 e-tron,Q4 e-tron,Automatic,"21,999",€,1,False,"148,000 km",03/2023,Electric,150,204,,,HERTH-AUTOMOBILE,Dealer,19717325,+49 (0)172 - 7661467,5.0,79,https://www.autoscout24.com/dealerinfo/herth-automobile?atype=C,https://www.autoscout24.com/dealerinfo/herth-automobile/imprint,DE-79206 Breisach,DE,79206,Breisach,Krummholzstr. 15,10,https://prod.pictures.autoscout24.net/listing-images/9af2cf94-4535-4e0c-bca0-25c27aa58a86_bcc32e9f-3b99-468b-b305-a4b0dff2bd79.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-40-e-tron-1-hand-inkl-mwst-electric-white-9af2cf94-4535-4e0c-bca0-25c27aa58a86,"Audi Q4 e-tron 40 e-tron 1.Hand inkl.Mwst Add to list 10 € 21,9991 03/2023 148,000 km Electric 150 kW (204 hp) HERTH-AUTOMOBILE DE-79206 Breisach"
84d6e8fa-76bc-4197-855d-977422e5ec85,"Audi Q4 e-tron 45 / Standklima, Navi+, CarPlay, LED","45 / Standklima, Navi+, CarPlay, LED",Q4 e-tron Sportback,Q4 e-tron,Automatic,"44,480",€,1,False,"5,000 km",09/2025,Electric,210,286,16.5 kWh/100 km (comb.),0 g/km (comb.),Autohaus Spindler Kitzingen GmbH & Co.KG,Dealer,10352052,+49 (0)9321 - 26437851,4.5,16,https://www.autoscout24.com/dealerinfo/autohaus-spindler-kitzingen-gmbh-und-co-kg?atype=C,https://www.autoscout24.com/dealerinfo/autohaus-spindler-kitzingen-gmbh-und-co-kg/imprint,DE-97318 Kitzingen,DE,97318,Kitzingen,Mainstr. 51,14,https://prod.pictures.autoscout24.net/listing-images/84d6e8fa-76bc-4197-855d-977422e5ec85_cbab39b6-296b-4d09-a52d-59e4610b17ec.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-45-standklima-navi-carplay-led-electric-grey-84d6e8fa-76bc-4197-855d-977422e5ec85,"Audi Q4 e-tron 45 / Standklima, Navi+, CarPlay, LED Add to list 14 € 44,4801 09/2025 5,000 km Electric 210 kW (286 hp) Autohaus Spindler Kitzingen GmbH & Co.KG DE-97318 Kitzingen"
9f1a9f16-03f0-48b1-a202-d48653165f51,Audi Q4 e-tron Sportback e-tron 45 e-tron 210 kW,Sportback e-tron 45 e-tron 210 kW,Q4 e-tron Sportback,Q4 e-tron,Automatic,"59,880",€,1,False,"5,000 km",11/2025,Electric,210,286,16.1 kWh/100 km (comb.),0 g/km (comb.),Audi Zentrum Rosenheim,Dealer,26036,+49 (0)8031 - 389370,5.0,87,https://www.autoscout24.com/dealerinfo/audi-zentrum-rosenheim?atype=C,https://www.autoscout24.com/dealerinfo/audi-zentrum-rosenheim/imprint,DE-83022 Rosenheim,DE,83022,Rosenheim,Innstrasse 63,1,https://prod.pictures.autoscout24.net/listing-images/9f1a9f16-03f0-48b1-a202-d48653165f51_8c5da192-1c8a-4e02-953d-2c8d0af5d1d6.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-sportback-e-tron-45-e-tron-210-kw-electric-grey-9f1a9f16-03f0-48b1-a202-d48653165f51,Audi Q4 e-tron Sportback e-tron 45 e-tron 210 kW
30e0774a-db4b-47e0-899d-56ff1c85f86d,"Audi Q4 e-tron e-tron 45 S-line quattro (EPH+,RFK,Sound,ASI,S-","e-tron 45 S-line quattro (EPH+,RFK,Sound,ASI,S-",Q4 e-tron,Q4 e-tron,Automatic,"46,880",€,1,False,"18,842 km",03/2025,Electric,210,286,1.7 kWh/100 km (comb.),0 g/km (comb.),Audi Zentrum Rosenheim,Dealer,26036,+49 (0)8031 - 389370,5.0,87,https://www.autoscout24.com/dealerinfo/audi-zentrum-rosenheim?atype=C,https://www.autoscout24.com/dealerinfo/audi-zentrum-rosenheim/imprint,DE-83022 Rosenheim,DE,83022,Rosenheim,Innstrasse 63,1,https://prod.pictures.autoscout24.net/listing-images/30e0774a-db4b-47e0-899d-56ff1c85f86d_af6a5de0-72ff-4906-aaa6-285b01db002d.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-e-tron-45-s-line-quattro-eph-rfk-sound-asi-s-electric-grey-30e0774a-db4b-47e0-899d-56ff1c85f86d,"Audi Q4 e-tron e-tron 45 S-line quattro (EPH+,RFK,Sound,ASI,S- Add to list 1 € 46,8801 03/2025 18,842 km Electric 210 kW (286 hp) Audi Zentrum Rosenheim DE-83022 Rosenheim"
194593ba-a3ff-4a86-946c-c8f6c18b0d82,Audi Q4 e-tron Q4 45 e-tron advanced MATRIX WÄPU CAM ACC 20,Q4 45 e-tron advanced MATRIX WÄPU CAM ACC 20,Q4 e-tron,Q4 e-tron,Automatic,"37,950",€,1,False,"13,508 km",06/2024,Electric,210,286,,,Auto Bierschneider Aalen GmbH,Dealer,34063887,+49 (0)7361 - 80641931,4.0,51,https://www.autoscout24.com/dealerinfo/auto-bierschneider-aalen-gmbh-aalen?atype=C,https://www.autoscout24.com/dealerinfo/auto-bierschneider-aalen-gmbh-aalen/imprint,DE-73431 Aalen,DE,73431,Aalen,Obere Bahnstraße 78,9,https://prod.pictures.autoscout24.net/listing-images/194593ba-a3ff-4a86-946c-c8f6c18b0d82_bf199ff5-a7cf-45a7-9991-9201e4a9c83b.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-q4-45-e-tron-advanced-matrix-waepu-cam-acc-20-electric-grey-194593ba-a3ff-4a86-946c-c8f6c18b0d82,
b22aed95-cacd-4d1c-bab4-b9fd6b2c267a,Audi Q4 e-tron 50 quattro,50 quattro,Q4 e-tron,Q4 e-tron,Automatic,"36,870",€,1,False,"31,618 km",12/2023,Electric,220,299,,,DB Autohaus Schweinfurt Premium,Dealer,17009627,+49 (0)9721 - 65040,4.0,49,https://www.autoscout24.com/dealerinfo/db-autohaus-schweinfurt-premium?atype=C,https://www.autoscout24.com/dealerinfo/db-autohaus-schweinfurt-premium/imprint,DE-97424 Schweinfurt,DE,97424,Schweinfurt,Friedrich-Rätzer-Straße 10,38,https://prod.pictures.autoscout24.net/listing-images/b22aed95-cacd-4d1c-bab4-b9fd6b2c267a_aa756458-e807-4cf8-96ba-5579d5e12e79.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-50-quattro-electric-black-b22aed95-cacd-4d1c-bab4-b9fd6b2c267a,
cc3a2419-5041-4d83-9f9e-ad20511f8fc4,Audi Q4 e-tron Sportback 50 quattro 82 kWh,Sportback 50 quattro 82 kWh,Q4 e-tron Sportback,Q4 e-tron,Automatic,"38,990",€,1,False,"17,077 km",01/2024,Electric,220,299,,,DB Autohaus Schweinfurt Premium,Dealer,17009627,+49 (0)9721 - 65040,4.0,49,https://www.autoscout24.com/dealerinfo/db-autohaus-schweinfurt-premium?atype=C,https://www.autoscout24.com/dealerinfo/db-autohaus-schweinfurt-premium/imprint,DE-97424 Schweinfurt,DE,97424,Schweinfurt,Friedrich-Rätzer-Straße 10,39,https://prod.pictures.autoscout24.net/listing-images/cc3a2419-5041-4d83-9f9e-ad20511f8fc4_c0a76f64-aebc-48ab-a414-dcef8ee273bb.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-sportback-50-quattro-82-kwh-electric-blue-cc3a2419-5041-4d83-9f9e-ad20511f8fc4,
